Entity,Code,Year,Wind Generation - TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh
Algeria,DZA,2015,0.019,0.058,0,0.145
Algeria,DZA,2016,0.019052055,0.245,0,0.072
Algeria,DZA,2017,0.019,0.504,0,0.056
Algeria,DZA,2018,0.01,0.603,0,0.117
Algeria,DZA,2019,0.01,0.615,0,0.152
Algeria,DZA,2020,0.008,0.6,0,0.05
Argentina,ARG,1965,0,0,0,1.225
Argentina,ARG,1966,0,0,0,1.241
Argentina,ARG,1967,0,0,0,1.271
Argentina,ARG,1968,0,0,0,1.498
Argentina,ARG,1969,0,0,0,1.344
Argentina,ARG,1970,0,0,0.047540991,1.555
Argentina,ARG,1971,0,0,0.049864614,1.544
Argentina,ARG,1972,0,0,0.064353152,1.504
Argentina,ARG,1973,0,0,0.049042434,2.994
Argentina,ARG,1974,0,0,0.050067671,5.028
Argentina,ARG,1975,0,0,0.054922642,5.201
Argentina,ARG,1976,0,0,0.050202792,5.013
Argentina,ARG,1977,0,0,0.053855108,5.766
Argentina,ARG,1978,0,0,0.054136662,7.752
Argentina,ARG,1979,0,0,0.084393763,10.66
Argentina,ARG,1980,0,0,0.086251568,15.144
Argentina,ARG,1981,0,0,0.0747225,14.685
Argentina,ARG,1982,0,0,0.095912465,17.593
Argentina,ARG,1983,0,0,0.137314784,18.419
Argentina,ARG,1984,0,0,0.097392792,19.88
Argentina,ARG,1985,0,0,0.103321614,20.646
Argentina,ARG,1986,0,0,0.107078921,21.009
Argentina,ARG,1987,0,0,0.108156823,21.841
Argentina,ARG,1988,0,0,0.121116047,15.033
Argentina,ARG,1989,0,0,0.119376908,12.965
Argentina,ARG,1990,0,0,0.106763284,17.876
Argentina,ARG,1991,0,0,0.099600404,16.221
Argentina,ARG,1992,0,0,0.101865495,19.77905051
Argentina,ARG,1993,0,0,0.107438403,23.55547475
Argentina,ARG,1994,0,0,0.119290038,27.97278788
Argentina,ARG,1995,0,0,0.115592457,28.45812121
Argentina,ARG,1996,0.009618,0,0.351397492,25.94518182
Argentina,ARG,1997,0.014592,0,0.44563205,33.0299596
Argentina,ARG,1998,0.032541,0.000017,0.463881203,32.42178788
Argentina,ARG,1999,0.034781,0.000026,0.650455143,26.53007071
Argentina,ARG,2000,0.034758,0.000036,0.67501431,34.0340101
Argentina,ARG,2001,0.049361,0.000043,0.60932585,41.90326263
Argentina,ARG,2002,0.073405,0.000047,0.850248638,41.46705051
Argentina,ARG,2003,0.077954,0.000065,1.014079858,39.08008081
Argentina,ARG,2004,0.072446,0.00007,0.90029509,35.40287879
Argentina,ARG,2005,0.071719665,0.000081,1.074072901,39.35009091
Argentina,ARG,2006,0.06964,0.00009,1.567410315,43.624
Argentina,ARG,2007,0.061593,0.0001089,1.575708696,37.741
Argentina,ARG,2008,0.041951078,0.0001437,1.693536384,37.199
Argentina,ARG,2009,0.036831529,0.000076084,1.728756162,40.783
Argentina,ARG,2010,0.025351606,0.00008589,2.01325481,40.543
Argentina,ARG,2011,0.02659055,0.001614,2.190205828,39.641
Argentina,ARG,2012,0.369861999,0.008172967,2.45382161,36.876
Argentina,ARG,2013,0.453354876,0.015074079,2.45735005,40.7
Argentina,ARG,2014,0.619491,0.015944,2.302025252,40.864
Argentina,ARG,2015,0.593334963,0.014683,2.378258598,41.7709
Argentina,ARG,2016,0.547359,0.014273,1.963408643,38.25439327
Argentina,ARG,2017,0.611567,0.016417,2.383654508,41.54297858
Argentina,ARG,2018,1.412743,0.10813,0.473010421,41.64786518
Argentina,ARG,2019,4.995966424,0.799697913,0.622944562,37.06678706
Argentina,ARG,2020,9.470297617,1.344340935,0.413941191,30.54359219
Asia Pacific,,1965,0,0,1.644,156.0895546
Asia Pacific,,1966,0,0,1.643,162.3118272
Asia Pacific,,1967,0,0,1.424,152.8667474
Asia Pacific,,1968,0,0,1.577,168.249119
Asia Pacific,,1969,0,0,1.608,174.1638034
Asia Pacific,,1970,0,0,1.776704,180.7100104
Asia Pacific,,1971,0,0,1.754611,199.2820798
Asia Pacific,,1972,0,0,1.785591,205.116013
Asia Pacific,,1973,0,0,1.834998,194.011624
Asia Pacific,,1974,0,0,2.496269105,217.9046095
Asia Pacific,,1975,0,0,2.654334368,232.4442504
Asia Pacific,,1976,0,0,2.587064579,233.2533699
Asia Pacific,,1977,0,0,2.622443474,227.038314
Asia Pacific,,1978,0,0,2.917471368,237.0464094
Asia Pacific,,1979,0,0,3.712920421,256.9818747
Asia Pacific,,1980,0,0,5.173433158,273.4472188
Asia Pacific,,1981,0,0,7.071965421,289.7296902
Asia Pacific,,1982,0,0,15.95189475,282.6671874
Asia Pacific,,1983,0,0,18.06780657,299.3413708
Asia Pacific,,1984,0,0,19.74213741,299.406694
Asia Pacific,,1985,0,0,20.79148751,320.0446134
Asia Pacific,,1986,0,0,21.68989005,328.1591022
Asia Pacific,,1987,0,0,22.00974994,326.8912812
Asia Pacific,,1988,0,0,23.82670473,361.7862617
Asia Pacific,,1989,0,0,26.24333903,388.0435299
Asia Pacific,,1990,0.032323232,0.004,22.33408198,399.2715428
Asia Pacific,,1991,0.122000909,0.00945,22.83825194,410.5242724
Asia Pacific,,1992,0.22047404,0.0276,23.00633425,401.5246502
Asia Pacific,,1993,0.311836667,0.0431,22.89851394,440.2869206
Asia Pacific,,1994,0.583588081,0.0534,26.37097959,443.2981976
Asia Pacific,,1995,1.121601313,0.070660101,30.90213872,483.4344319
Asia Pacific,,1996,0.991205066,0.098160606,31.45602397,473.4094407
Asia Pacific,,1997,1.213950041,0.147015452,34.93782766,475.8946677
Asia Pacific,,1998,1.489550167,0.202918856,37.54185188,506.6742947
Asia Pacific,,1999,2.053249006,0.286266606,41.20269497,500.2429652
Asia Pacific,,2000,2.56394698,0.428484426,44.60806485,521.6528876
Asia Pacific,,2001,3.517409418,0.608506426,45.24425452,570.4635729
Asia Pacific,,2002,4.067013247,0.829111425,47.07413449,578.9087814
Asia Pacific,,2003,5.340875855,1.116570608,49.24454746,594.3543015
Asia Pacific,,2004,9.1866934,1.463785013,53.02552883,699.1522028
Asia Pacific,,2005,12.01919361,1.852540528,60.19216537,727.9606312
Asia Pacific,,2006,18.56980713,2.29110778,64.50055645,801.697905
Asia Pacific,,2007,24.60313141,2.748389875,71.1346546,852.1739291
Asia Pacific,,2008,36.0798946,3.330039168,78.9708115,997.7769593
Asia Pacific,,2009,54.84797828,4.382369759,87.28922991,968.0869271
Asia Pacific,,2010,81.48419655,6.73715687,99.38898179,1097.622159
Asia Pacific,,2011,113.5510876,12.15284375,108.7470051,1117.742583
Asia Pacific,,2012,147.7235801,17.52820574,117.6274048,1261.911788
Asia Pacific,,2013,188.4721434,32.32084555,129.5574817,1367.364304
Asia Pacific,,2014,214.2726871,62.82208136,148.0775123,1521.930169
Asia Pacific,,2015,243.0600532,95.346154,165.5571168,1565.604681
Asia Pacific,,2016,311.2076135,141.5306366,170.8474133,1628.172172
Asia Pacific,,2017,387.0977782,219.8052652,197.4444286,1671.439055
Asia Pacific,,2018,461.9517581,309.1100675,221.8257512,1711.995847
Asia Pacific,,2019,509.3683071,392.0389961,247.8146462,1791.4782
Asia Pacific,,2020,572.6361061,470.2983146,279.0733629,1847.216313
Australia,AUS,1965,0,0,0.296,7.689756
Australia,AUS,1966,0,0,0.284,7.3450428
Australia,AUS,1967,0,0,0.29,7.6057874
Australia,AUS,1968,0,0,0.282,7.9505006
Australia,AUS,1969,0,0,0.281,8.684121
Australia,AUS,1970,0,0,0.261,10.170687
Australia,AUS,1971,0,0,0.263,11.5074428
Australia,AUS,1972,0,0,0.28,11.5533144
Australia,AUS,1973,0,0,0.338,12.2858392
Australia,AUS,1974,0,0,0.429,13.8739202
Australia,AUS,1975,0,0,0.489,14.8878016
Australia,AUS,1976,0,0,0.484,14.1538588
Australia,AUS,1977,0,0,0.429,13.5439502
Australia,AUS,1978,0,0,0.405,14.6753494
Australia,AUS,1979,0,0,0.418,14.2460556
Australia,AUS,1980,0,0,0.385,13.4665978
Australia,AUS,1981,0,0,0.404,13.8663438
Australia,AUS,1982,0,0,0.516,12.770334
Australia,AUS,1983,0,0,0.431,12.123648
Australia,AUS,1984,0,0,0.441,13.1259488
Australia,AUS,1985,0,0,0.456,13.9405106
Australia,AUS,1986,0,0,0.46,14.0257988
Australia,AUS,1987,0,0,0.47,13.613796
Australia,AUS,1988,0,0,0.731,14.3344436
Australia,AUS,1989,0,0,0.81,14.253669
Australia,AUS,1990,0,0,0.7595,14.7595
Australia,AUS,1991,0,0.00545,0.7195,15.6535
Australia,AUS,1992,0,0.0121,0.67,15.9415
Australia,AUS,1993,0.002,0.0146,0.67,16.387
Australia,AUS,1994,0.0055,0.0174,0.6965,16.15
Australia,AUS,1995,0.007,0.02115,0.8255,15.631
Australia,AUS,1996,0.007,0.0256,0.9465,15.9685
Australia,AUS,1997,0.0075,0.03065,0.997,15.9525
Australia,AUS,1998,0.018,0.0356,1.081,15.798
Australia,AUS,1999,0.043,0.0406,1.1335,16.2815
Australia,AUS,2000,0.134,0.04675,0.8895,16.4665
Australia,AUS,2001,0.287,0.05415,0.7975,16.1235
Australia,AUS,2002,0.53355,0.0583,1.2668,16.095
Australia,AUS,2003,0.70405,0.0632,1.6918,16.21055
Australia,AUS,2004,0.795,0.07295,2.81525,15.68665
Australia,AUS,2005,1.29905,0.08405,3.871,15.4657
Australia,AUS,2006,2.1621,0.0975,3.9325,14.9451
Australia,AUS,2007,2.8521,0.11375,4.275,13.04895
Australia,AUS,2008,3.45845,0.1392,3.6961,11.81515
Australia,AUS,2009,4.43775,0.29024203,2.7868,12.64205
Australia,AUS,2010,4.985,0.97764828,2.44155,13.746
Australia,AUS,2011,6.432,2.04454657,2.57395,19.572
Australia,AUS,2012,7.725,2.412,3.09785,17.036
Australia,AUS,2013,9.259,3.8474,3.33165,19.089
Australia,AUS,2014,9.777,4.952,3.546362,14.484
Australia,AUS,2015,11.83300209,6.195524404,3.678061995,14.08659847
Australia,AUS,2016,13.03970488,7.439775697,3.627512928,17.6294521
Australia,AUS,2017,13.21079043,8.91755657,3.561683859,13.49974762
Australia,AUS,2018,16.26195432,12.33254445,3.58814896,17.33836109
Australia,AUS,2019,19.47168808,18.2969867,3.467726188,14.1138688
Australia,AUS,2020,22.6068918,23.84266127,3.410424136,14.5346444
Austria,AUT,1965,0,0,0,16.083
Austria,AUT,1966,0,0,0,17.331
Austria,AUT,1967,0,0,0,17.698
Austria,AUT,1968,0,0,0,18.185
Austria,AUT,1969,0,0,0,16.718
Austria,AUT,1970,0,0,0,21.2897
Austria,AUT,1971,0,0,0,16.8201
Austria,AUT,1972,0,0,0,17.2876
Austria,AUT,1973,0,0,0,19.2092
Austria,AUT,1974,0,0,0,22.7122
Austria,AUT,1975,0,0,0,23.7952
Austria,AUT,1976,0,0,0,20.5656
Austria,AUT,1977,0,0,0,24.9208
Austria,AUT,1978,0,0,0,24.9408
Austria,AUT,1979,0,0,0,28.0968
Austria,AUT,1980,0,0,0,29.1099
Austria,AUT,1981,0,0,0,30.8473
Austria,AUT,1982,0,0,0,30.8963
Austria,AUT,1983,0,0,0,30.6063
Austria,AUT,1984,0,0,0,26.849564
Austria,AUT,1985,0,0,0,30.775146
Austria,AUT,1986,0,0,1.287501,30.903927
Austria,AUT,1987,0,0,0.905816,35.387991
Austria,AUT,1988,0,0,1.04696,35.304088
Austria,AUT,1989,0,0,1.10445,35.08243
Austria,AUT,1990,0,0,1.142485,31.509
Austria,AUT,1991,0,0,1.225832,31.4434
Austria,AUT,1992,0,0,1.329164,34.8484
Austria,AUT,1993,0,0.001,1.361111,36.705556
Austria,AUT,1994,0,0.001,1.210555,35.7075
Austria,AUT,1995,0.001,0.001,1.857221,37.067222
Austria,AUT,1996,0.005,0.001,1.589444,34.216111
Austria,AUT,1997,0.02,0.002,1.711389,36.105278
Austria,AUT,1998,0.045,0.002,1.842777,37.163333
Austria,AUT,1999,0.051,0.002,1.596911819,40.6991208
Austria,AUT,2000,0.067,0.003,1.52827932,41.83565055
Austria,AUT,2001,0.172,0.005,1.667812,40.45548165
Austria,AUT,2002,0.203,0.009,1.520444,40.22700281
Austria,AUT,2003,0.366,0.015,1.711921,33.21499204
Austria,AUT,2004,0.924,0.018,2.05973,36.762283
Austria,AUT,2005,1.331276757,0.021018375,2.437154339,37.09513834
Austria,AUT,2006,1.752792984,0.022386875,3.237502556,35.65608477
Austria,AUT,2007,2.037184927,0.024238375,4.061606911,37.05445286
Austria,AUT,2008,2.011257409,0.03011991,4.302304141,38.32949104
Austria,AUT,2009,1.954040168,0.04891428,4.277982167,40.89630336
Austria,AUT,2010,2.063913736,0.08881314,4.463430081,38.36341829
Austria,AUT,2011,1.93623636,0.17406996,4.516752009,34.23908351
Austria,AUT,2012,2.462029019,0.33748305,4.608036501,43.80410469
Austria,AUT,2013,3.153231562,0.625974,4.584281709,42.0465273
Austria,AUT,2014,3.845768035,0.785246,4.336296196,41.01025937
Austria,AUT,2015,4.840343102,0.937098,4.503546527,37.05552838
Austria,AUT,2016,5.234838273,1.096016,4.691227039,39.84471615
Austria,AUT,2017,6.571511136,1.268971,4.920933436,38.293433
Austria,AUT,2018,6.030429449,1.455132,4.930195781,37.637911
Austria,AUT,2019,7.477363299,1.702093,4.745310238,40.455346
Austria,AUT,2020,6.794140175,1.590574729,5.253975479,40.95375978
Azerbaijan,AZE,1985,0,0,0,1.3125618
Azerbaijan,AZE,1986,0,0,0,0.8043308
Azerbaijan,AZE,1987,0,0,0,0.8043308
Azerbaijan,AZE,1988,0,0,0,0.6982652
Azerbaijan,AZE,1989,0,0,0,0.6982652
Azerbaijan,AZE,1990,0,0,0,1.658
Azerbaijan,AZE,1991,0,0,0,1.7593
Azerbaijan,AZE,1992,0,0,0,1.7473
Azerbaijan,AZE,1993,0,0,0,2.426
Azerbaijan,AZE,1994,0,0,0,1.83
Azerbaijan,AZE,1995,0,0,0,1.556
Azerbaijan,AZE,1996,0,0,0,1.537
Azerbaijan,AZE,1997,0,0,0,1.712
Azerbaijan,AZE,1998,0,0,0,1.951
Azerbaijan,AZE,1999,0,0,0,1.506
Azerbaijan,AZE,2000,0,0,0,1.534
Azerbaijan,AZE,2001,0,0,0,1.301
Azerbaijan,AZE,2002,0,0,0,2.02
Azerbaijan,AZE,2003,0,0,0,2.47
Azerbaijan,AZE,2004,0,0,0,2.755
Azerbaijan,AZE,2005,0,0,0,3.0094
Azerbaijan,AZE,2006,0,0,0,2.518
Azerbaijan,AZE,2007,0,0,0,2.364
Azerbaijan,AZE,2008,0,0,0,2.232
Azerbaijan,AZE,2009,0.0021,0,0,2.3084
Azerbaijan,AZE,2010,0.0005,0,0,3.4463
Azerbaijan,AZE,2011,0,0,0,2.6758
Azerbaijan,AZE,2012,0,0,0,1.821
Azerbaijan,AZE,2013,0.0008,0.0008,0.067,1.4891
Azerbaijan,AZE,2014,0.0023,0.0029,0.087,1.2997
Azerbaijan,AZE,2015,0.0046,0.0046,0.0909,1.6375
Azerbaijan,AZE,2016,0.0228,0.0353,0.08725,1.9593
Azerbaijan,AZE,2017,0.0221,0.0372,0.08515,1.7464
Azerbaijan,AZE,2018,0.0827,0.03926,0.0811,1.768
Azerbaijan,AZE,2019,0.1054,0.0442,0.09795,1.5648
Azerbaijan,AZE,2020,0.0951,0.0472,0.098218356,1.068
Bangladesh,BGD,1971,0,0,0,0
Bangladesh,BGD,1972,0,0,0,0.175
Bangladesh,BGD,1973,0,0,0,0.331
Bangladesh,BGD,1974,0,0,0,0.243
Bangladesh,BGD,1975,0,0,0,0.436
Bangladesh,BGD,1976,0,0,0,0.494
Bangladesh,BGD,1977,0,0,0,0.437
Bangladesh,BGD,1978,0,0,0,0.506
Bangladesh,BGD,1979,0,0,0,0.587
Bangladesh,BGD,1980,0,0,0,0.583
Bangladesh,BGD,1981,0,0,0,0.625
Bangladesh,BGD,1982,0,0,0,0.523
Bangladesh,BGD,1983,0,0,0,0.662
Bangladesh,BGD,1984,0,0,0,0.897
Bangladesh,BGD,1985,0,0,0,0.739
Bangladesh,BGD,1986,0,0,0,0.45
Bangladesh,BGD,1987,0,0,0,0.517
Bangladesh,BGD,1988,0,0,0,0.675
Bangladesh,BGD,1989,0,0,0,0.92
Bangladesh,BGD,1990,0,0,0,0.884
Bangladesh,BGD,1991,0,0,0,0.838
Bangladesh,BGD,1992,0,0,0,0.796
Bangladesh,BGD,1993,0,0,0,0.608
Bangladesh,BGD,1994,0,0,0,0.847
Bangladesh,BGD,1995,0,0,0,0.372
Bangladesh,BGD,1996,0,0,0,0.739
Bangladesh,BGD,1997,0,0,0,0.719
Bangladesh,BGD,1998,0,0,0,0.865
Bangladesh,BGD,1999,0,0,0,0.833
Bangladesh,BGD,2000,0,0,0,0.749
Bangladesh,BGD,2001,0,0,0,0.993
Bangladesh,BGD,2002,0,0.0001,0,0.749
Bangladesh,BGD,2003,0,0.0009,0,0.749
Bangladesh,BGD,2004,0,0.0019,0,0.749
Bangladesh,BGD,2005,0,0.0034,0,0.749
Bangladesh,BGD,2006,0.0016,0.0054,0,0.749
Bangladesh,BGD,2007,0.0016,0.009,0,0.749
Bangladesh,BGD,2008,0.0029,0.0152,0,0.95
Bangladesh,BGD,2009,0.0051,0.0251,0.001,0.417
Bangladesh,BGD,2010,0.0051,0.0443,0.002,0.729
Bangladesh,BGD,2011,0.0051,0.0584,0.003,0.872
Bangladesh,BGD,2012,0.0051,0.0909,0.004,0.777
Bangladesh,BGD,2013,0.005081,0.129563,0.004993,0.728378728
Bangladesh,BGD,2014,0.005081,0.166947,0.006015,0.566453438
Bangladesh,BGD,2015,0.005081,0.198389,0.002682,0.898146455
Bangladesh,BGD,2016,0.005081,0.219999,0.002877,0.884632595
Bangladesh,BGD,2017,0.005081,0.253361,0.002877,1.029528088
Bangladesh,BGD,2018,0.005081,0.275068,0.002877,0.865411112
Bangladesh,BGD,2019,0.005081,0.349231785,0.002877,0.823091189
Bangladesh,BGD,2020,0.005081,0.412784892,0.003035367,0.700670737
Belarus,BLR,1985,0,0,0,0.02
Belarus,BLR,1986,0,0,0,0.02
Belarus,BLR,1987,0,0,0,0.02
Belarus,BLR,1988,0,0,0,0.02
Belarus,BLR,1989,0,0,0,0.02
Belarus,BLR,1990,0,0,0,0.02
Belarus,BLR,1991,0,0,0,0.018
Belarus,BLR,1992,0,0,0,0.017
Belarus,BLR,1993,0,0,0,0.019
Belarus,BLR,1994,0,0,0,0.019
Belarus,BLR,1995,0,0,0,0.02
Belarus,BLR,1996,0,0,0,0.016
Belarus,BLR,1997,0,0,0,0.021
Belarus,BLR,1998,0,0,0,0.028
Belarus,BLR,1999,0,0,0,0.019
Belarus,BLR,2000,0,0,0,0.027
Belarus,BLR,2001,0,0,0,0.03
Belarus,BLR,2002,0,0,0,0.029
Belarus,BLR,2003,0,0,0,0.028
Belarus,BLR,2004,0.001010101,0,0,0.033
Belarus,BLR,2005,0.001,0,0,0.036
Belarus,BLR,2006,0.001,0,0.002,0.035
Belarus,BLR,2007,0.001,0,0.014,0.035
Belarus,BLR,2008,0.001,0,0.033,0.039
Belarus,BLR,2009,0.001,0,0.06,0.045
Belarus,BLR,2010,0.001,0,0.084,0.045
Belarus,BLR,2011,0.004,0,0.095,0.042
Belarus,BLR,2012,0.006,0,0.095,0.072
Belarus,BLR,2013,0.008,0.0004,0.082,0.138
Belarus,BLR,2014,0.009,0.002,0.079,0.121
Belarus,BLR,2015,0.039,0.009,0.094,0.111
Belarus,BLR,2016,0.073,0.026,0.094,0.142
Belarus,BLR,2017,0.097,0.089,0.106,0.406
Belarus,BLR,2018,0.099,0.118,0.109,0.324
Belarus,BLR,2019,0.166,0.179,0.11,0.351
Belarus,BLR,2020,0.183883978,0.181743295,0.11206379,0.353340883
Belgium,BEL,1965,0,0,0,0.272
Belgium,BEL,1966,0,0,0,0.299
Belgium,BEL,1967,0,0,0,0.238
Belgium,BEL,1968,0,0,0,0.244
Belgium,BEL,1969,0,0,0,0.23
Belgium,BEL,1970,0,0,0,0.246
Belgium,BEL,1971,0,0,0,0.134
Belgium,BEL,1972,0,0,0,0.18
Belgium,BEL,1973,0,0,0.116,0.171
Belgium,BEL,1974,0,0,0.108,0.24
Belgium,BEL,1975,0,0,0.083,0.183
Belgium,BEL,1976,0,0,0.057,0.109
Belgium,BEL,1977,0,0,0.247,0.224
Belgium,BEL,1978,0,0,0.26,0.223
Belgium,BEL,1979,0,0,0.315,0.234
Belgium,BEL,1980,0,0,0.3,0.278
Belgium,BEL,1981,0,0,0.291,0.381
Belgium,BEL,1982,0,0,0.046,0.333
Belgium,BEL,1983,0,0,0.022,0.336
Belgium,BEL,1984,0,0,0.024,0.351
Belgium,BEL,1985,0,0,0.053,0.287
Belgium,BEL,1986,0,0,0.119,0.343
Belgium,BEL,1987,0.006,0,0.142,0.429
Belgium,BEL,1988,0.008,0,0.18,0.359
Belgium,BEL,1989,0.007,0,0.191,0.305
Belgium,BEL,1990,0.007,0,0.282,0.266
Belgium,BEL,1991,0.008,0,0.299,0.229
Belgium,BEL,1992,0.009,0,0.267,0.341
Belgium,BEL,1993,0.008,0,0.245,0.254
Belgium,BEL,1994,0.009,0,0.245,0.346
Belgium,BEL,1995,0.009,0,0.321,0.338
Belgium,BEL,1996,0.008,0,0.314,0.239
Belgium,BEL,1997,0.008,0,0.275,0.305
Belgium,BEL,1998,0.011,0,0.359,0.389
Belgium,BEL,1999,0.013,0,0.496,0.341
Belgium,BEL,2000,0.016,0,0.568,0.46
Belgium,BEL,2001,0.037,0,0.597,0.441
Belgium,BEL,2002,0.057,0,0.721,0.36
Belgium,BEL,2003,0.088,0,0.857,0.247
Belgium,BEL,2004,0.142,0.001,1.037,0.317
Belgium,BEL,2005,0.227,0.001,1.59,0.288
Belgium,BEL,2006,0.366,0.002,2.225,0.359
Belgium,BEL,2007,0.491,0.006,2.6,0.389
Belgium,BEL,2008,0.637,0.042,3.329,0.41
Belgium,BEL,2009,0.996,0.166,3.949,0.328
Belgium,BEL,2010,1.292,0.56,4.330428,0.312
Belgium,BEL,2011,2.312,1.169,4.699934,0.196
Belgium,BEL,2012,2.751,2.148,5.202093,0.357
Belgium,BEL,2013,3.665,2.644,4.98362,0.38
Belgium,BEL,2014,4.6153,2.8862,4.4732,0.2952
Belgium,BEL,2015,5.574,3.0563,5.5637,0.3184
Belgium,BEL,2016,5.4377,3.0952,5.4499,0.37
Belgium,BEL,2017,6.5137,3.3076,5.777,0.2701
Belgium,BEL,2018,7.4647,3.9029,5.4708,0.3135
