Entity,Code,Year,Biofuels Production - TWh - Total
Austria,AUT,1998,0.165146
Austria,AUT,1999,0.181428
Austria,AUT,2000,0.2128241394444444
Austria,AUT,2001,0.2122426527777778
Austria,AUT,2002,0.2653033161111111
Austria,AUT,2003,0.3183639791666667
Austria,AUT,2004,0.585266383888889
Austria,AUT,2005,0.848970611388889
Austria,AUT,2006,1.2734559169444446
Austria,AUT,2007,2.575904318055556
Austria,AUT,2008,3.0956248805555555
Austria,AUT,2009,4.284925547222223
Austria,AUT,2010,4.4873883333333335
Austria,AUT,2011,4.459111111111112
Austria,AUT,2012,4.459111111111112
Austria,AUT,2013,4.2805
Austria,AUT,2014,3.7563333333333335
Austria,AUT,2015,4.356
Austria,AUT,2016,4.804666666666667
Austria,AUT,2017,4.472944444444444
Austria,AUT,2018,4.412322222222223
Austria,AUT,2019,4.4228
Austria,AUT,2020,4.577222222222223
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0
Belgium,BEL,2005,0
Belgium,BEL,2006,0
Belgium,BEL,2007,0
Belgium,BEL,2008,0
Belgium,BEL,2009,1.56630514
Belgium,BEL,2010,4.249497330555556
Belgium,BEL,2011,4.906836561111111
Belgium,BEL,2012,5.2025642
Belgium,BEL,2013,5.108349569444445
Belgium,BEL,2014,6.6881804
Belgium,BEL,2015,4.491273400000001
Belgium,BEL,2016,4.325650569444445
Belgium,BEL,2017,5.181676719444445
Belgium,BEL,2018,4.935504511111111
Belgium,BEL,2019,5.223405161111111
Belgium,BEL,2020,5.2025847
Brazil,BRA,1990,65.00527108333333
Brazil,BRA,1991,72.90802233333334
Brazil,BRA,1992,66.79854719444445
Brazil,BRA,1993,64.79952861111111
Brazil,BRA,1994,71.16421897222223
Brazil,BRA,1995,72.5280136388889
Brazil,BRA,1996,80.75185322222222
Brazil,BRA,1997,88.75702047222222
Brazil,BRA,1998,81.04088
Brazil,BRA,1999,74.773533
Brazil,BRA,2000,61.795197944444446
Brazil,BRA,2001,66.34446530555556
Brazil,BRA,2002,72.80916544444445
Brazil,BRA,2003,83.91704905555555
Brazil,BRA,2004,84.63428441666666
Brazil,BRA,2005,92.56784994444445
Brazil,BRA,2006,102.8018334722222
Brazil,BRA,2007,132.91316802777777
Brazil,BRA,2008,166.0387793611111
Brazil,BRA,2009,163.49847
Brazil,BRA,2010,181.3416053333333
Brazil,BRA,2011,155.90175711111112
Brazil,BRA,2012,159.61436688888887
Brazil,BRA,2013,185.37614650000003
Brazil,BRA,2014,195.19593980555555
Brazil,BRA,2015,209.42525191666667
Brazil,BRA,2016,197.13770541666665
Brazil,BRA,2017,198.33237736111116
Brazil,BRA,2018,238.3260463611111
Brazil,BRA,2019,254.9016583888889
Brazil,BRA,2020,245.4741930833333
CIS,,1990,0
CIS,,1991,0
CIS,,1992,0
CIS,,1993,0
CIS,,1994,0
CIS,,1995,0
CIS,,1996,0
CIS,,1997,0
CIS,,1998,0
CIS,,1999,0
CIS,,2000,0
CIS,,2001,0
CIS,,2002,0
CIS,,2003,0
CIS,,2004,0
CIS,,2005,0
CIS,,2006,0
CIS,,2007,0
CIS,,2008,0.0751402669444444
CIS,,2009,0.2347596911111111
CIS,,2010,0.3841703011111111
CIS,,2011,0.3050002388888889
CIS,,2012,0.3320004469444444
CIS,,2013,0.2642092038888889
CIS,,2014,0.2768864919444445
CIS,,2015,0.2185342325
CIS,,2016,0.20443296
CIS,,2017,0.2012414963888888
CIS,,2018,0.1412411633333333
CIS,,2019,0.1612412744444444
CIS,,2020,0.1616796297222222
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,0
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,0.5779732461111111
Canada,CAN,2000,1.2613881869444443
Canada,CAN,2001,1.3259386236111113
Canada,CAN,2002,1.3599370497222223
Canada,CAN,2003,1.3599370497222223
Canada,CAN,2004,1.3636629047222222
Canada,CAN,2005,1.4959307547222225
Canada,CAN,2006,1.9186430411111115
Canada,CAN,2007,5.599985577777778
Canada,CAN,2008,6.0085734083333335
Canada,CAN,2009,8.729076397222222
Canada,CAN,2010,9.353596813888888
Canada,CAN,2011,11.039007180555556
Canada,CAN,2012,10.829853441666668
Canada,CAN,2013,11.477615319444444
Canada,CAN,2014,13.438621377777778
Canada,CAN,2015,12.837873541666667
Canada,CAN,2016,13.888555555555556
Canada,CAN,2017,13.8
Canada,CAN,2018,13.919111111111112
Canada,CAN,2019,14.796906475
Canada,CAN,2020,13.33077502222222
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0
China,CHN,1994,0
China,CHN,1995,0
China,CHN,1996,0
China,CHN,1997,0
China,CHN,1998,0
China,CHN,1999,0
China,CHN,2000,0
China,CHN,2001,0.0530606633333333
China,CHN,2002,1.7684787327777778
China,CHN,2003,4.856231258333334
China,CHN,2004,5.96534576388889
China,CHN,2005,8.368023591666667
China,CHN,2006,12.231145302777778
China,CHN,2007,13.484256825
China,CHN,2008,16.731058947222223
China,CHN,2009,18.286422166666668
China,CHN,2010,17.77460015833333
China,CHN,2011,22.11954271388889
China,CHN,2012,23.683098919444447
China,CHN,2013,26.360818072222223
China,CHN,2014,29.27854994444445
China,CHN,2015,24.932435177777776
China,CHN,2016,23.97870590555556
China,CHN,2017,29.04683961111111
China,CHN,2018,28.014196972222223
China,CHN,2019,33.9185
China,CHN,2020,39.45195611111111
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,0.1715418069444444
Colombia,COL,2006,1.5707596991666668
Colombia,COL,2007,1.6889793641666668
Colombia,COL,2008,1.7494818511111112
Colombia,COL,2009,3.6427000166666663
Colombia,COL,2010,5.251430333333333
Colombia,COL,2011,6.63856813888889
Colombia,COL,2012,7.2798059805555555
Colombia,COL,2013,7.537292613888889
Colombia,COL,2014,7.836901694444445
Colombia,COL,2015,8.024198591666666
Colombia,COL,2016,7.80600173888889
Colombia,COL,2017,7.153718980555555
Colombia,COL,2018,8.936949855555556
Colombia,COL,2019,7.976526058333334
Colombia,COL,2020,7.281117238888889
Europe,,1990,0.073269
Europe,,1991,0.080247
Europe,,1992,0.2024164444444444
Europe,,1993,0.5027868455555556
Europe,,1994,1.4007673755555556
Europe,,1995,2.4745850177777777
Europe,,1996,3.5902171055555554
Europe,,1997,4.590712397222222
Europe,,1998,4.372726586111111
Europe,,1999,5.005115736111111
Europe,,2000,8.130677030555555
Europe,,2001,10.03844300277778
Europe,,2002,13.413471305555555
Europe,,2003,16.929909294444446
Europe,,2004,25.36704809444445
Europe,,2005,34.71141338888889
Europe,,2006,51.12316583333334
Europe,,2007,69.87283475
Europe,,2008,90.39917386111112
Europe,,2009,111.11984997222224
Europe,,2010,126.63298669444444
Europe,,2011,124.41604866666668
Europe,,2012,135.1964771388889
Europe,,2013,145.44363144444443
Europe,,2014,158.74212619444444
Europe,,2015,161.1807802777778
Europe,,2016,156.77386880555557
Europe,,2017,177.2332447777778
Europe,,2018,188.8566055
Europe,,2019,191.68523277777777
Europe,,2020,183.3026154722222
European Union,,1990,0.073269
European Union,,1991,0.080247
European Union,,1992,0.2024164444444444
European Union,,1993,0.5027868455555556
European Union,,1994,1.4007673755555556
European Union,,1995,2.4745850177777777
European Union,,1996,3.5902171055555554
European Union,,1997,4.573787586111111
European Union,,1998,4.357511630555556
European Union,,1999,4.990824283333334
European Union,,2000,8.113989955555557
European Union,,2001,10.020731844444445
European Union,,2002,13.365414155555555
European Union,,2003,16.802538233333333
European Union,,2004,25.17855448888889
European Union,,2005,34.50478097222223
European Union,,2006,48.08223916666667
European Union,,2007,64.99686105555556
European Union,,2008,86.21430375
European Union,,2009,107.9419145
European Union,,2010,123.14520072222224
European Union,,2011,121.16335816666668
European Union,,2012,130.64993719444445
European Union,,2013,138.17911461111112
European Union,,2014,153.11957461111112
European Union,,2015,156.19222244444444
European Union,,2016,148.4660313611111
European Union,,2017,165.8291086388889
European Union,,2018,177.8915162222222
European Union,,2019,181.8763595277778
European Union,,2020,173.85768147222225
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0
Finland,FIN,2005,0
Finland,FIN,2006,0
Finland,FIN,2007,0.4330305808333333
Finland,FIN,2008,0.9916350347222224
Finland,FIN,2009,2.692899458055556
Finland,FIN,2010,3.5050524861111114
Finland,FIN,2011,2.416090885
Finland,FIN,2012,3.0660770111111115
Finland,FIN,2013,3.844533025000001
Finland,FIN,2014,4.295519202777778
Finland,FIN,2015,5.011312775
Finland,FIN,2016,1.2871334433333337
Finland,FIN,2017,3.6252928222222223
Finland,FIN,2018,3.301683166666667
Finland,FIN,2019,3.950198522222223
Finland,FIN,2020,4.54212195
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.02624891
France,FRA,1993,0.2923782
France,FRA,1994,0.94942668
France,FRA,1995,1.8613815
France,FRA,1996,2.67855182
France,FRA,1997,3.2066003388888893
France,FRA,1998,2.997667388888889
France,FRA,1999,3.151253169444445
France,FRA,2000,3.775865580555556
France,FRA,2001,3.76689885
France,FRA,2002,4.03477263888889
France,FRA,2003,4.430087969444445
France,FRA,2004,4.643859
France,FRA,2005,7.5016989
France,FRA,2006,7.866113319444445
France,FRA,2007,13.113836811111112
France,FRA,2008,24.178932819444444
France,FRA,2009,27.05571798888889
France,FRA,2010,26.374874530555555
France,FRA,2011,26.244071919444444
France,FRA,2012,30.62803530555556
France,FRA,2013,28.55337125
France,FRA,2014,28.88098833333333
France,FRA,2015,30.70296738888889
France,FRA,2016,28.094114166666667
France,FRA,2017,27.29157438888889
France,FRA,2018,31.495517
France,FRA,2019,29.03573711111111
France,FRA,2020,26.789012083333336
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0.05167209
Germany,DEU,1993,0.05167209
Germany,DEU,1994,0.28933114
Germany,DEU,1995,0.36166974
Germany,DEU,1996,0.56833484
Germany,DEU,1997,0.93000458
Germany,DEU,1998,1.03333713
Germany,DEU,1999,1.3433347800000002
Germany,DEU,2000,2.58333701
Germany,DEU,2001,3.616662511111111
Germany,DEU,2002,5.683336769444445
Germany,DEU,2003,6.912906888888889
Germany,DEU,2004,10.579197877777776
Germany,DEU,2005,16.176364711111113
Germany,DEU,2006,26.60217125
Germany,DEU,2007,33.023257083333334
Germany,DEU,2008,29.390696361111114
Germany,DEU,2009,29.409874222222225
Germany,DEU,2010,36.44825716666666
Germany,DEU,2011,35.81365461111111
Germany,DEU,2012,33.560237416666666
Germany,DEU,2013,35.74399088888889
Germany,DEU,2014,39.946818944444445
Germany,DEU,2015,36.82789616666667
Germany,DEU,2016,37.24674788888889
Germany,DEU,2017,38.01764444444444
Germany,DEU,2018,39.059739
Germany,DEU,2019,40.79567155555556
Germany,DEU,2020,40.65214175
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,0.9976683502777778
India,IND,2001,1.0292508416666668
India,IND,2002,1.0978675644444444
India,IND,2003,1.1321759258333337
India,IND,2004,0.2217052397222222
India,IND,2005,0.9156969905555556
India,IND,2006,0.8263302269444445
India,IND,2007,1.1078415316666668
India,IND,2008,1.7061033452777778
India,IND,2009,1.3065449375
India,IND,2010,2.1186632175000004
India,IND,2011,3.085962541666667
India,IND,2012,2.9523405944444447
India,IND,2013,2.8032333944444447
India,IND,2014,3.0561516972222225
India,IND,2015,6.019033147222222
India,IND,2016,7.34204873888889
India,IND,2017,6.712163302777777
India,IND,2018,11.343134763888887
India,IND,2019,13.3360943
India,IND,2020,12.285312527777778
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0.1027777777777777
Indonesia,IDN,2006,0.513888888888889
Indonesia,IDN,2007,2.525498755555556
Indonesia,IDN,2008,5.146332088888889
Indonesia,IDN,2009,1.749108953611111
Indonesia,IDN,2010,2.239632081666667
Indonesia,IDN,2011,16.58594605
Indonesia,IDN,2012,20.319767761111112
Indonesia,IDN,2013,25.659632233333333
Indonesia,IDN,2014,36.32423216666667
Indonesia,IDN,2015,14.818549888888889
Indonesia,IDN,2016,33.429014583333334
Indonesia,IDN,2017,31.234549722222223
Indonesia,IDN,2018,56.39774669444445
Indonesia,IDN,2019,76.79712619444444
Indonesia,IDN,2020,78.62314483333334
Italy,ITA,1990,0
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,0
Italy,ITA,2001,0
Italy,ITA,2002,0
Italy,ITA,2003,0
Italy,ITA,2004,2.9394476111111114
Italy,ITA,2005,2.05555598
Italy,ITA,2006,2.29194736
Italy,ITA,2007,2.07610619
Italy,ITA,2008,7.279286780555556
Italy,ITA,2009,8.685807350000001
Italy,ITA,2010,9.04645365
Italy,ITA,2011,6.820413500000001
Italy,ITA,2012,3.621733188888889
Italy,ITA,2013,5.312421180555555
Italy,ITA,2014,5.963247611111111
Italy,ITA,2015,6.031550600000001
Italy,ITA,2016,6.093992069444445
Italy,ITA,2017,7.311641438888889
Italy,ITA,2018,7.887733488888889
Italy,ITA,2019,9.07599385
Italy,ITA,2020,9.797778130555557
Mexico,MEX,1990,0
Mexico,MEX,1991,0
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,0
Mexico,MEX,1995,0
Mexico,MEX,1996,0
Mexico,MEX,1997,0
Mexico,MEX,1998,0
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,0
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0
Mexico,MEX,2008,0
Mexico,MEX,2009,0
Mexico,MEX,2010,0
Mexico,MEX,2011,0
Mexico,MEX,2012,0
Mexico,MEX,2013,0
Mexico,MEX,2014,0
Mexico,MEX,2015,0
Mexico,MEX,2016,0
Mexico,MEX,2017,0
Mexico,MEX,2018,0
Mexico,MEX,2019,0
Mexico,MEX,2020,0
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0.0890182619444444
Middle East,,2003,0.0990696361111111
Middle East,,2004,0.0814401186111111
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0
Middle East,,2009,0.13596781
Middle East,,2010,0.1300561363888888
Middle East,,2011,0.1418794838888889
Middle East,,2012,0.154123935
Middle East,,2013,0.1655261788888889
Middle East,,2014,0.1773495263888888
Middle East,,2015,0.1891725308333333
Middle East,,2016,0.1778354155555555
Middle East,,2017,0.1773495263888888
Middle East,,2018,0.1773495263888888
Middle East,,2019,0.1773495263888888
Middle East,,2020,0.1778354155555555
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0.0688047138888888
Netherlands,NLD,2005,0.0343083613888888
Netherlands,NLD,2006,0.2668888888888889
Netherlands,NLD,2007,0.9480555555555557
Netherlands,NLD,2008,0.9051666666666668
Netherlands,NLD,2009,2.8161111111111112
Netherlands,NLD,2010,4.511412944444444
Netherlands,NLD,2011,7.695027486111111
Netherlands,NLD,2012,14.698285925
Netherlands,NLD,2013,17.213944444444444
Netherlands,NLD,2014,20.730369380555555
Netherlands,NLD,2015,22.236095086111117
Netherlands,NLD,2016,17.631695080555556
Netherlands,NLD,2017,22.954886769444443
Netherlands,NLD,2018,22.21221883055556
Netherlands,NLD,2019,23.554259966666667
Netherlands,NLD,2020,23.21326244722222
Non-OECD,,1990,65.88074577777778
Non-OECD,,1991,73.76860930555557
Non-OECD,,1992,67.61646333333333
Non-OECD,,1993,65.4643935
Non-OECD,,1994,71.78242091666668
Non-OECD,,1995,73.09290941666667
Non-OECD,,1996,81.28529255555556
Non-OECD,,1997,89.2811938888889
Non-OECD,,1998,81.49058791666667
Non-OECD,,1999,75.23712794444445
Non-OECD,,2000,63.29509205555556
Non-OECD,,2001,67.96473230555556
Non-OECD,,2002,77.49118269444445
Non-OECD,,2003,92.0390668888889
Non-OECD,,2004,93.01502891666668
Non-OECD,,2005,104.8452450277778
Non-OECD,,2006,122.93110280555555
Non-OECD,,2007,161.2193573333333
Non-OECD,,2008,214.1011553333333
Non-OECD,,2009,215.94090180555557
Non-OECD,,2010,242.35273266666667
Non-OECD,,2011,250.4141206666667
Non-OECD,,2012,267.6648222777778
Non-OECD,,2013,308.4186530555556
Non-OECD,,2014,345.5580536111111
Non-OECD,,2015,333.37944
Non-OECD,,2016,346.37075500000003
Non-OECD,,2017,355.84262416666667
Non-OECD,,2018,425.72674250000006
Non-OECD,,2019,477.5964622222222
Non-OECD,,2020,459.1975119444445
North America,,1990,16.732741483333335
North America,,1991,19.388732211111112
North America,,1992,22.04472293888889
North America,,1993,25.83372615
North America,,1994,28.846282277777775
North America,,1995,30.38404883333333
North America,,1996,21.786279461111118
North America,,1997,28.832182944444448
North America,,1998,31.444318194444445
North America,,1999,33.364547333333334
North America,,2000,37.569034083333335
North America,,2001,41.127225027777776
North America,,2002,49.61916602777779
North America,,2003,64.61444402777778
North America,,2004,78.52306402777778
North America,,2005,92.0174295
North America,,2006,119.89805866666669
North America,,2007,168.4994277222222
North America,,2008,237.8153407777778
North America,,2009,271.3728419722222
North America,,2010,318.8539108333333
North America,,2011,356.26049
North America,,2012,340.93862972222223
North America,,2013,356.0226386111111
North America,,2014,378.0268130555556
North America,,2015,387.95111333333335
North America,,2016,413.1225925
North America,,2017,425.71720833333336
North America,,2018,438.3591780555556
North America,,2019,427.6183641666667
North America,,2020,387.5890216666667
OECD,,1990,16.806010483333335
OECD,,1991,19.46897921111111
OECD,,1992,22.247139383333334
OECD,,1993,26.336512997222226
OECD,,1994,30.24704963888889
OECD,,1995,32.858633833333336
OECD,,1996,25.37649656666667
OECD,,1997,33.42289533333334
OECD,,1998,35.817044777777774
OECD,,1999,38.36966305555556
OECD,,2000,45.69971111111112
OECD,,2001,51.16566802777778
OECD,,2002,63.132267722222224
OECD,,2003,82.27159808333334
OECD,,2004,104.40507780555556
OECD,,2005,127.44965377777778
OECD,,2006,173.69206647222222
OECD,,2007,241.87647719444445
OECD,,2008,332.8754883333333
OECD,,2009,390.56711
OECD,,2010,455.7760958333333
OECD,,2011,491.2408227777778
OECD,,2012,488.52263444444446
OECD,,2013,513.6153022222222
OECD,,2014,549.7509033333334
OECD,,2015,562.3142277777778
OECD,,2016,581.4044550000001
OECD,,2017,613.1624775
OECD,,2018,642.1426702777778
OECD,,2019,632.9028400000001
OECD,,2020,583.8057258333333
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0.3430836138888888
Poland,POL,2004,0.0688047138888888
Poland,POL,2005,1.3228951863888891
Poland,POL,2006,1.747380491944445
Poland,POL,2007,1.1637131966666667
Poland,POL,2008,3.3347953888888893
Poland,POL,2009,4.697667555555555
Poland,POL,2010,5.041024222222222
Poland,POL,2011,4.756806222222223
Poland,POL,2012,7.505672777777778
Poland,POL,2013,8.021458944444445
Poland,POL,2014,8.657343222222222
Poland,POL,2015,9.383944444444444
Poland,POL,2016,10.681111111111113
Poland,POL,2017,10.640030611111111
Poland,POL,2018,10.500065611111111
Poland,POL,2019,11.371845166666668
Poland,POL,2020,11.796216
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0.0106121327777777
Portugal,PRT,2006,0.8177237347222223
Portugal,PRT,2007,1.88582776
Portugal,PRT,2008,1.73290489
Portugal,PRT,2009,2.6254027200000003
Portugal,PRT,2010,3.3028037
Portugal,PRT,2011,3.841074988888889
Portugal,PRT,2012,3.205309411111112
Portugal,PRT,2013,3.19133015
Portugal,PRT,2014,3.503142080555556
Portugal,PRT,2015,3.7294851388888888
Portugal,PRT,2016,3.463216288888889
Portugal,PRT,2017,3.676603530555556
Portugal,PRT,2018,3.803812469444445
Portugal,PRT,2019,4.111519011111112
Portugal,PRT,2020,3.4779623250000005
South & Central America,,1990,65.81212905555556
South & Central America,,1991,73.69999258333334
South & Central America,,1992,67.54765863888889
South & Central America,,1993,65.39577677777778
South & Central America,,1994,71.71380419444445
South & Central America,,1995,73.02429269444444
South & Central America,,1996,81.21648783333335
South & Central America,,1997,89.17826880555556
South & Central America,,1998,81.38766283333334
South & Central America,,1999,75.16851122222222
South & Central America,,2000,62.22861897222222
